command,mean,stddev,median,user,system,min,max
./target/release/examples/stencil_raw 1026 1026,0.27919506396,0.0064924441132098686,0.27876844625999997,0.021025239999999997,0.24081509999999998,0.26733293776,0.28939810676
./target/release/examples/stencil     1026 1026,0.27937129886,0.0054016465473000755,0.27921231126,0.02732674,0.2434815,0.27217119176,0.28723073276
