command,mean,stddev,median,user,system,min,max
./target/release/examples/stencil_raw 16386 16386,2.6502162904599995,0.025822677707706656,2.6418134162599998,0.8192881099999999,1.81363267,2.61482912076,2.71630821276
./target/release/examples/stencil     16386 16386,2.72262887951,0.01794201664466138,2.7203813647599997,0.93855036,1.8696470699999999,2.6902710877600002,2.75482880676
