command,mean,stddev,median,user,system,min,max
./target/release/examples/stencil_raw 8194 8194,0.87813444231,0.05657550440833694,0.86566935716,0.21315036000000004,0.64745868,0.85089039066,1.11538801966
./target/release/examples/stencil     8194 8194,0.8908284409599998,0.009790948383339115,0.89182652366,0.29436485999999995,0.6586243300000001,0.86734454366,0.90833804566
