command,mean,stddev,median,user,system,min,max
./target/release/examples/stencil_raw 32770 32770,9.08947086269,0.07378392648042233,9.084663621739999,3.1023717899999994,5.970707999999999,8.961918658739998,9.25333012274
./target/release/examples/stencil     32770 32770,9.38345457729,0.10767308219244835,9.39364483024,3.3193778899999997,6.239358750000001,9.200800425739999,9.576286591739999
